ID,URL,店舗名,カテゴリ,地域,お一人様予算,住所,電話番号,営業時間,クレジットカード,定休日,URL (Google map),lat,lng,Blog 1 (title),Blog 1 (URL),Blog 2 (title),Blog 2 (URL),Blog 3 (title),Blog 3 (URL),Blog 4 (title),Blog 4 (URL),ウェブサイト,,
265,http://www.bangmeshi.com/shop/craft/,Craft,バー,Asok,普通,"16 Soi 23, Sukhumvit Rd.",081-919-5349,12:00-24:00,VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/MSwu1DrfKMJ2,13.7279624,100.5837568,,,,,,,,,"<a href=""""http://craftbangkok.com"""" target=""""_blank"""" rel=""""nofollow"""">http://craftbangkok.com</a>",,
266,http://www.bangmeshi.com/shop/the-beer-bridge/,The Beer Bridge,バー,Chit Lom,普通,"1F The Portico, 31 Lang Suan Rd.",02-050-5158,11:00-1:00 (L.O.23:50),VISA / MASTER / AMEX / DINERS / JCB,なし,https://goo.gl/maps/6iVWv9BaQTM2,13.7420248,100.5435194,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
267,http://www.bangmeshi.com/shop/ginzado/,銀座堂,焼肉,Phrom Phong,普通,"53/1 Soi 26, Sukhumvit Rd.",02-661-2300,"月-金11:30-14:00 (L.O.13:30), 17:00-23:00 (L.O.22:00), 土日祝11:30-23:00 (L.O.22:00)",VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/t64BLhHktZ42,13.7406997,100.5613637,「銀座堂」はバンコクの焼肉ランチの鉄板！コスパ良すぎて感動です！ | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/ginzadou-bangkok,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
268,http://www.bangmeshi.com/shop/latelier-de-joel-robuchon/,L'Atelier de Joël Robuchon,フレンチ,Chong Nonsi,高め,"5F MahaNakhon CUBE, 96 Narathiwat Rachanakarin Rd.",02-001-0698,"11:30-14:30, 18:30-22:30",VISA/MASTER,なし,https://goo.gl/maps/p71AZdV9SRR2,13.723961,100.5263393,Joel Robuchon(ロブション)で誕生日ランチ＠チョンノンシー | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/27389076.html,【仏】 憧れのお店！世界のロブション！ L'Atelier de Joel Robuchon at Mahanakhon Cube | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52214517.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
269,http://www.bangmeshi.com/shop/yoichi/,Yoichi Nikka BAR & RESTAURANT,バー,Phrom Phong,普通,"6/11 Soi Promsri, Sukhumvit 39 Rd.","098-517-2522 (日本語), 02-662-4270","月‐土 16:00-2:00, 日 17:00-1:00",VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/YqRjRW8jHr52,13.7354469,100.5711309,【おしゃれバー】　余市　NIKKA Bar and Restaurant　at　Sukhumvit Soi 39 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52054750.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
270,http://www.bangmeshi.com/shop/tokyo-xxx/,東京 XXX (Nihonmachi),焼肉,Phrom Phong,普通,"1F Nihonmachi 117, 115 Soi 26, Sukhumvit Rd.",082-337-0141,17:00-1:00 (L.O.24:00),VISA / MASTER / JCB,なし,https://goo.gl/maps/oUQ85nA2SFQ2,13.7149332,100.5658427,【隠れ家焼肉】　Tokyoxxx　at　日本街　（Sukhumvit Soi 26） | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52004219.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
271,http://www.bangmeshi.com/shop/nojiya-yushi/,のじ屋ゆうし,ラーメン,Thong Lo,手軽,"1F Thonglor Tower, Soi Thong Lo 18, Sukhumvit 55 Rd. ",02-714-8996,11:30-3:00 (L.O.2:30),VISA/ MASTER/ JCB,なし,https://goo.gl/maps/xeYamFDzB3C2,13.7304637,100.5834778,,,,,,,,,"<a href=""""http://www.ramenyushi.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.ramenyushi.com/</a>",,
272,http://www.bangmeshi.com/shop/la-bottega/,LA BOTTEGA DI LUCA,イタリアン,Phrom Phong,高め,"2F 49 TERRACE Building, Soi 49 Sukhumvit Rd. ",02-204-1731,"月17:30-23:00(L.O.22:30), 火-日11:30- 14:30, 17:30-23:00(L.O.22:30) ","Visa, Master , Dinners, Amex, JCB",なし,https://goo.gl/maps/LnY9adJjmzB2,13.732047,100.5738573,美味しいイタリアン「La Bottega di Luca（ラ・ボッテガ・ディ・ルカ）」@スクンビットsoi49 | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/labottegadiluca,,,,,,,"<a href=""""http://www.labottega. name/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.labottega. name/</a>",,
273,http://www.bangmeshi.com/shop/genshiyaki2/,北海道レストラン原始焼き,居酒屋,Phrom Phong,普通,"No.83 Soi 26, Sukhumvit Rd."," 2号店(北海道レストラン): 02-001-8680, 080-783-9915(日本語)"," 2号店(北海道レストラン): 月‐土17:00-23:30(L.O.22:30),日16:00－22:30(L.O.22:00)",VISA / MASTER/ JCB,なし,https://goo.gl/maps/J2N11JJ2Qpo,13.7320468,100.5672912,【日本料理】　北海道レストラン　原始焼　at　Sukhumvit Soi 26 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52057222.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
274,http://www.bangmeshi.com/shop/ramen-ichiban/,らあめん一番,ラーメン,Phrom Phong,普通,"3/7-9 Soi 24, Sukhumvit Rd.",02-258-6314,11:00-1:30 (L.O.1:15),,なし,https://goo.gl/maps/oG7jnhGnruF2,13.7296225,100.5672762,スクンビットソイ24の【らあめん一番】はレトロな中華屋でおすすめ！ | バンコクに一生住む？,https://bkk-issyou.net/ramenichiban,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
275,http://www.bangmeshi.com/shop/touka/,藤花,ダイニング,Silom,普通,"75/1 Soi 1, Saladaeng Rd.",02-236-8230,17:00-23:00 (L.O.22:30),VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/hEevPtd9ivB2,13.7274675,100.5347565,【和食】　藤花　(TOUKA)　at　サラデーン　Soi 1 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52109438.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
276,http://www.bangmeshi.com/shop/yamatoan/,武蔵屋,居酒屋,Phrom Phong,普通,"Soi 39, Sukhumvit Rd.",02-662-4714,"11:00-(L.O.14:30), 17:00-(L.O.23:30)",VISA/ MASTER/ JCB/ AMEX,なし,https://goo.gl/maps/9m7ji59AJM22,13.7306592,100.5680909,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
277,http://www.bangmeshi.com/shop/sekai-no-yamachan/,世界の山ちゃん,居酒屋,Phrom Phong,普通,"32/1 The Manor, Soi 39 Sukhumvit Rd.",02-662-5541,"月-金17:30-24:30 (L.O.24:00), 土日11:30-24:30 (L.O.24:00)",VISA/ MASTER/ JCB,なし,https://goo.gl/maps/47ogXj2dA5L2,13.7348229,100.5695987,【居酒屋】　手羽先の　「世界の山ちゃん」　at　Sukhumvit Soi39 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52086400.html,,,,,,,"<a href=""""http://www.yamachan.co.jp/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.yamachan.co.jp/</a>",,
278,http://www.bangmeshi.com/shop/yakitori-ichiban/,炭焼 やきとり一番,和食,Thong Lo,手軽,"3/1 Soi 57, Sukhumvit Rd.",02-391-7995,17:30-24:00(L.O.23:30),VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/uxSeZKn6u5r,13.7235079,100.5795589,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
279,http://www.bangmeshi.com/shop/soba-juban/,蕎麦十番,そば・うどん,Phrom Phong,高め,"4/16, Soi 33, Sukhumvit Rd.","092-283-1072,02-262-0584",17:30-23:30 (L.O.23:00),Visa / Master / Amex / JCB,なし,https://goo.gl/maps/53igCwidfX32,13.73299,100.5657803,【蕎麦屋】　蕎麦十番　at　Sukhumvit　33 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52069977.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
280,http://www.bangmeshi.com/shop/italian-sakaba-bar/,イタリアン酒場 ザ・ばーる,ダイニング,Phrom Phong,普通,"4/20 Soi 33, Sukhumvit Rd. ","02-258-4844, 081-414-0982",17:00-24:00 (L.O.23:30),Visa / Master / Amex / JCB,なし,https://goo.gl/maps/Hpqgxu3cgmp,13.733043,100.5658253,【イタリアン】　イタリアン酒場　ザ・ばーる　The BAR at Sukhumvit Soi 33 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51969094.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
281,http://www.bangmeshi.com/shop/dainoki/,大の樹,会席料理,Thong Lo,普通,"1F Premier Thonglor, Soi Thong Lo 11, Sukhumvit 55 Rd.","02-185-3946,089-815-4689","平日18:00-22:30L.O.,  土日祝17:00-22:00",Visa / Master / Amex / Diners / JCB,なし,https://goo.gl/maps/kjn6Pine1LE2,13.7327479,100.5797656,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
282,http://www.bangmeshi.com/shop/mimata/,みまた,居酒屋,Thong Lo,普通,"161/22 Soi Thong Lo 9, Sukhumvit 55 Rd.",02-392-9794,17:00-23:00(L.O.22:30),VISA / MASTER,日,https://goo.gl/maps/VxFFkjJv1Y82,13.7292867,100.5793119,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
283,http://www.bangmeshi.com/shop/hinaya/,ひな家 (Gateway Ekamai),和食,Ekkamai,手軽,"MF, GATEWAY 982/22, Sukhumvit Rd.","エカマイゲートウェイ店: 063-195-0035（日本語）, 02-108-2870、ラマ4店: 02-260-0662","エカマイゲートウェイ店: 11:00-22:00(L.O.21:15)、ラマ4店: 11:00-14:30, 16:30-21:00",VISA / MASTER / JCB,なし,https://goo.gl/maps/YETsvbSxA9o,13.7292865,100.5746144,,,,,,,,,"<a href=""""http://www.hinayathailand.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.hinayathailand.com</a>",,
284,http://www.bangmeshi.com/shop/banya-2/,ばんや,和食,Phrom Phong,普通,"Soi 26, Sukhumvit Rd.",ばんや本店: 02-260-0350 <br />ばんやはなれ: 02-258-2869 <br />共通: 090-003-6547,"月-土17:30-24:00(L.O.23:30), 日祝17:00-23:00(L.O.22:30) ",VISA/ MASTER/ JCB,禁酒日,https://goo.gl/maps/u5A1hG5q1rv,13.7284544,100.5680123,【オープン】　居酒屋　ばんや　Banya at Sukhumvit Soi 26 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52003951.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
285,http://www.bangmeshi.com/shop/hanamori/,花盛,居酒屋,Phrom Phong,普通,"59/2 Soi 31, Sukhumvit Rd.",02-259-5752,16:00- 01:00 (L.O.24:30),VISA /MASTER / JCB,なし,https://goo.gl/maps/G3nNp6m1f9L2,13.740082,100.5640914,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
286,http://www.bangmeshi.com/shop/torayoshi/,大衆酒場 寅圭 (Nihonmachi),居酒屋,Phrom Phong,普通,"1F Nihonmachi Soi 26, Sukhumvit Rd.",02-258-2016,"平日17:00-24:00(L.O.22:50), 土日祝12:00-24:00(L.O.22:50)",VISA /MASTER /AMEX /JCB,なし,https://goo.gl/maps/3MavPC2dUMr,13.7180592,100.5697091,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
287,http://www.bangmeshi.com/shop/torajiro/,寅次郎,居酒屋,Phrom Phong,普通,"1 Soi Promsi, Sukhumvit 39 Rd.",02-261-5351,"月-土17:30-1:00 (L.O.24:00), 日祝 16:30-24:00 (L.O.23:00)",VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/krBgjnrU9LG2,13.7180566,100.5439648,,,,,,,,,"<a href=""""http://aroijapan.com/restaurant/torajiro/home/t"""" target=""""_blank"""" rel=""""nofollow"""">http://aroijapan.com/restaurant/torajiro/home/t</a>",,
288,http://www.bangmeshi.com/shop/teppen/,てっぺん（エカマイ）,居酒屋,Ekkamai,普通,"14/2 Soi 61, Sukhumvit Rd.",02-714-1412,"月-金18:00-24:00 (L.O.23:00), 土日祝 17:00-24:00 (L.O.23:00)",VISA /MASTER /JCB,なし,https://goo.gl/maps/GSzCrt33Qzr,13.7292838,100.5483495,【日本料理】 てっぺん　at　Sukhumvit Soi 61 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51965520.html,,,,,,,"<a href=""""http://teppen.co/"""" target=""""_blank"""" rel=""""nofollow"""">http://teppen.co/</a>",,
289,,てっぺん（サトーン）,居酒屋,Chong Nonsi,普通,"48 Soi Sathon 8, Khwaeng Silom, Khet Bang Rak, Krung Thep Maha Nakhon 10500",,,,,https://goo.gl/maps/LYn7kc9wdtu,13.724984,100.5309539,サトーンにオープンした日本料理店【てっぺん】はおすすめしたい店！ | バンコクに一生住む？,https://bkk-issyou.net/teppen-sathorn,【居】　藁焼き大好き！　Teppen Bangkok sathorn～てっぺん バンコク サトーン店～ | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52214161.html,,,,,,,
290,http://www.bangmeshi.com/shop/tsuki/,酒肴菜小鉢や 月,ダイニング,Phrom Phong,普通,"2/51 Soi 41, Sukhumvit Rd.","02-662-7658, 081-910-0881（日本語）",17:00-24:00 (L.O.23:00),VISA/ MASTER/ AMEX/ JCB,お正月,https://goo.gl/maps/nCETVzumbUz,13.729636,100.5699153,,,,,,,,,ソンクラーンディ,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",
291,http://www.bangmeshi.com/shop/chanko-shinzan/,ちゃんこ心山,和食,Nana,普通,"3F 33/4 Soi Chaiyot, Soi 11, Sukhumvit Rd.","02-255-4565, 081-903-5023",17:00-24:00 (L.O.22:30),VISA/MASTER,なし,https://goo.gl/maps/35yEx4m8VCD2,13.744185,100.5545959,【ちゃんこ料理】　心山（しんざん）　at　Sukhumvit Soi11 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51794792.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
292,http://www.bangmeshi.com/shop/shunbo/,炭火焼　旬房,ダイニング,Nana,普通,"33/5 Soi 11, Sukhumvit Rd.","02-254-5885, 081-828-8592(日本語)",18:00-24:00(L.O.23:30),VISA/ MASTER/ AMEX/ DINERS/ JCB,"ソンクラーンディ, お正月",https://goo.gl/maps/U8EVxCis7R12,13.742442,100.5546476,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
293,http://www.bangmeshi.com/shop/sasaya/,笹弥（プロンポン）,ダイニング,Phrom Phong,高め,"28,28/1 soi 39 sukhumvit Rd.","スクンビット店：02-119-7248<br />シーロム店：02-634-5850,081-598-1922",スクンビット店：17:30-24:30(L.O.23:30)<br />シーロム店：17:30-24:00(L.O.23:00),VISA/ MASTER/ JCB,なし,https://goo.gl/maps/tGLJYMv1psu,13.7367597,100.5735338,【日本料理】　和菜旬心　笹弥　at　Sukhumvit Soi39　(移転済) | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51907982.html,笹弥は雰囲気抜群の日本料理店 ＠スクンビットソイ39 | サクのバンコク生活日記,https://www.saku-bangkok.net/entry/2015/10/16/000000,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
294,,笹弥（シーロム）,ダイニング,Silom,高め,"8/4 Soi Naradhiwas Rajanagarindra 1, Khwaeng Suriya Wong, Khet Bang Rak, Krung Thep Maha Nakhon 10500",,,,,https://goo.gl/maps/aZ3qrPhezBA2,13.7284725,100.529852,【祝・開店】　笹弥　(SASAYA)　2号店　at　シーロムSoi 6 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52081710.html,,,,,,,,,
295,http://www.bangmeshi.com/shop/hakata/,博多,居酒屋,Phrom Phong,普通,"74 Soi 26, Sukhumvit Rd.","02-258-8351, 02-259-9154","11:00-14:00 (L.O.13:30), 17:00-22:30 (L.O.22:15)",VISA/MASTER/JCB,なし,https://goo.gl/maps/dFBUeLVtPR42,13.7262472,100.56557,キッズスペースのある和食レストラン「博多（はかた）」が子連れランチに使える！@ソイ26 | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/hakata-bangkok,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
296,http://www.bangmeshi.com/shop/kitchen-niigata/,キッチン新潟,和食,Phrom Phong,手軽,692 Sukhumvit Rd. (Between Soi 24 and 26),02-258-6812,"月-土 11:30-13:30(L.O.13:00), 17:00-24:00 (L.O.23:30)<br />日祝 11:30-13:30(L.O.13:00), 17:00-23:00 (L.O.22:30)",-,なし,https://goo.gl/maps/6aMMvwNQubP2,13.729601,100.5684808,プロンポンにある【キッチン新潟】はハンバーグが美味しくておすすめ！日本が恋しくなるかも！？ | バンコクに一生住む？,https://bkk-issyou.net/kitchen-niigata,バンコクで食べるお袋の味「キッチン新潟」@プロンポン | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/kitchen-niigata,【和】　ランチセットがお得！　キッチン新潟　at　Sukhumvit Soi24と26の間 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52206128.html,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
297,http://www.bangmeshi.com/shop/kantekiya/,かんてきや（アソーク）,居酒屋,Asok,普通,"B F Jasmin City, Soi 23, Sukhumvit Rd.","02-661-6490, 061-503-0203（日本語）","11:00-16:00, 17:00-24:00(L.O.23:30)",VISA//MASTER,なし,https://goo.gl/maps/UJtteYGGXy62,13.7424418,100.5480815,【和】　かんてきや　at　アソーク店　(ジャスミン)　Asoke Jasｍine | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52146438.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
298,,かんてきや（プロンポン）,居酒屋,Phrom Phong,普通,"47/1 ถนน สุขุมวิท 39 Khlong Toei Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110",,,,,https://goo.gl/maps/gjgRJP8mTy82,13.7336247,100.5603571,「かんてきや」でお得な160B定食！サラダバー＆明太子食べ放題付き！@プロンポンソイ39 | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/kantekiya-bangkok,【和】　かんてきや　Kantekiya-japanese-dining　at　Sukhumvit Soi 39 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52139839.html,,,,,,,
299,http://www.bangmeshi.com/shop/imoya/,いもや,居酒屋,Phrom Phong,手軽,"3F 2/17-19 Soi 24, Sukhumvit Rd. ",いもや本店：02-204-2330  <br /> いもやソイ24店: 02-663-5185~6  <br /> こいも: 02-259-4095~6,"いもや本店：月-金 18:00-1:00 (L.O.24:15), 土日 17:00-24:00 (L.O.23:15) <br /> いもやソイ24店: 17:00-24:00 <br /> こいも: 18:00-1:00(L.O.24:15) ",VISA / MASTER / JCB,なし,https://goo.gl/maps/dkkNmV7oKHw,13.7291044,100.5714905,【居】　久々に行った昔っからある　いもや 本店　at　Sukhumvit Soi53 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52207527.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
300,http://www.bangmeshi.com/shop/ise/,伊勢,和食,Phrom Phong,手軽,"1F 39 Boulevard, 28/1 Soi 39(Soi Promchit), Sukhumvit Rd.",06-3635-6269(日本語）,"ランチ毎日11:30-14:30, 月-金17:30-24:00, 土17:30-23:00, 日祝17:30-22:30 (L.O. は30分前)",VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/xkrhVttSi2Q2,13.7364309,100.5703721,プロンポンにある【伊勢】で2種類の親子丼を食べ比べてみた！ | バンコクに一生住む？,https://bkk-issyou.net/iseoyakodon,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
301,http://www.bangmeshi.com/shop/sushichu/,鮨忠 (Eight Thonglor),寿司,Thong Lo,高め,"2F Eight Thonglor, Soi Thong Lo 8, Sukhumvit 55 Rd.","トンロー店：02-713-8312, 085-145-1722(日本語)<br/>オールシーズンズ店：02-251-1995,　081-159-3669 (日本語)","トンロー店：月-金 11:30-14:00 (L.O.13:45), 18:00-22:30 (L.O.22:00), <br />土日祝 11:30-22:00 (L.O.21:30) <br/>オールシーズンズ店：毎日11:30-14:00, 平日18:00-22:30, 土日祝17:30～22:00",VISA / Master / Amex / DINERS / JCB,なし,https://goo.gl/maps/hky6fFS8D732,13.7255066,100.5787477,【バンコクのお寿司屋さん】寿司忠 @トンロー | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/7517321.html,,,,,,,"<a href=""""http://sushicyu.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://sushicyu.com/</a>",,
302,http://www.bangmeshi.com/shop/nanohana/,大阪料理 菜の花,会席料理,Thong Lo,普通,"23 Soi 38,  Sukhumvit Rd. ","02-381-1238, 097-134-2360(日本語)","11:30-14:00, 17:30- 22:30(L.O.22:00)",VISA/ MASTER/ AMEX/ DINERS/ JCB,なし,https://goo.gl/maps/vX1ZFmXWPF12,13.7189563,100.5772015,,,,,,,,,"<a href=""""http://nanohanabkk.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://nanohanabkk.com/</a>",,
303,http://www.bangmeshi.com/shop/aoi/,葵 (Emporium),会席料理,Phrom Phong,普通,"3F Emporium, 622 Sukhumvit Rd.",02-664-8590~2(日本語),"月-金11:30-14:30(L.O.13:45), 17:30-22:30(21:45)<br />土日祝 11:00-15:00(14:30) , 17:00-22:30 (21:45)",VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/f9JptdaEsFR2,13.730088,100.5660408,,,,,,,,,"<a href=""""http://www.aoi-bkk.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.aoi-bkk.com/</a>",,
304,http://www.bangmeshi.com/shop/karatama-robatayaki/,伽羅珠,会席料理,Thong Lo,普通,"46/10 Piman 49, D1 Bldg., Soi Sukhumvit 49, Sukhumvit Rd.",02-662-4237,火-日18:00-24:00,VISA/ MASTER/ AMEX/ JCB,月,https://goo.gl/maps/ciDrHAYN3PA2,13.7295846,100.5743546,,,,,,,,,"<a href=""""http://www.karatamarobatayaki.com/home/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.karatamarobatayaki.com/home/</a>",,
305,http://www.bangmeshi.com/shop/hamaichi/,裏街酒場 ハマ壱,ダイニング,Phrom Phong,普通,"Legacy Suites, 12 Soi 29, Sukhumvit Rd.",02-662-3376,"月-土 17:00-24:00 (L.O. 23:30), 日 16:00-23:00 (L.O.22:30)",VISA/MASTER/AMEX,なし,https://goo.gl/maps/LvTB2bngAh42,13.734987,100.5631882,【和】　ハマ壱 (HAMAICHI)　at　Sukhumvit Soi 29 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51938215.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
306,http://www.bangmeshi.com/shop/kamajinya/,らーめん 仙台 釜神家,ラーメン,Asok,普通,"18/8 Soi 23, Sukhumvit Rd.",02-258-4238,"月-土11:00-14:00(L.O.13:00) 17:00-2:00(L.O.1:30) , 日祝 11:00-14:00(L.O.13:00) 17:00-23:00 (L.O.22:30) ",VISA/ MASTER/ DINERS/ JCB,なし,https://goo.gl/maps/o3juFy1j4bN2,13.7386223,100.5609565,【ラーメン】　らーめん　釜神家 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52082222.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
307,http://www.bangmeshi.com/shop/shakariki432/,"しゃかりき432""（アソーク）",居酒屋,Asok,普通,"B1 PS Tower Soi 21, Sukhumvit Rd. ","02-664-0927,087-996-2147(日本語)",11:00-24:00(L.O.23:00),VISA/ MASTER/ JCB,なし,https://goo.gl/maps/5nH8pKncHtR2,13.7413863,100.5621498,【居酒屋】　しゃかりき432　(Shakariki 432) at アソーク　PS Tower | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51920493.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
308,,"しゃかりき432""（トンロー）",居酒屋,Thong Lo,普通,"440/10 ซอย สุขุมวิท 55 Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110",,,,,https://goo.gl/maps/ix1QAP4fy8m,13.7306372,100.5778588,"【和】　しゃかりき432"" ニュートンロー店　at　トンロー　Soi14と16の間 | サーヤのバンコクだらだら日記",http://sayabangkok.doorblog.jp/archives/52129776.html,,,,,,,,,
309,,"しゃかりき432""（タニヤ）",居酒屋,Silom,普通,"432 Thaniya Rd, Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500",,,,,https://goo.gl/maps/dKcCnjsbm292,13.731852,100.5343528,,,,,,,,,,,
310,http://www.bangmeshi.com/shop/my-porch/,マイポーチ,ダイニング,Phrom Phong,普通,"20/13 Soi 39, Sukhumvit Rd. ",086-779-6300 (日本語),11:00-23:00 (L.O.22:00),Visa / Master / Amex / JCB,なし,https://goo.gl/maps/W3oXD5WA18z,13.732543,100.5691283,,,,,,,,,"<a href=""""http://www.myporch39.com """" target=""""_blank"""" rel=""""nofollow"""">http://www.myporch39.com </a>",,
311,http://www.bangmeshi.com/shop/katsushin/,かつ真,和食,Silom,普通,"Soi Anumarnrachathon, Surawong Rd.",スリウォン本店：02-237-3073　ナラティワ店：02-237-6864,"スリウォン本店：月-土 11:00-14:00 (L.O.13:50), 18:00-22:00 (L.O.21:50), 日 11:30-14:30 (L.O.14:20), 17:30-21:30 (L.O.21:20)　ナラティワ店：毎日11:00-21:00",Visa / Master / Amex / JCB,なし,https://goo.gl/maps/LQsu8YPwPZ12,13.7295,100.5322933,スリウォンにあるとんかつ屋【かつ真】で、サッカー日本代表の勝利祈願をしてきた！ | バンコクに一生住む？,https://bkk-issyou.net/katsushin,バンコクで美味しいトンカツをリーズナブルに食べるなら「かつ真」 | サクのバンコク生活日記,https://www.saku-bangkok.net/entry/2015/07/14/113933,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
